Language_area	Journal	Year	Vol	No	Listed_Translator	Translator	Author	Title	Genre	SL	TL
DE	NU	1948	3	8	Anon.	Anon.	Searle, Humphrey	Komponisten im Jahre 1848	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	8	Anon.	Anon.	Anon.	Paul Hoffman: der Verwalter des europäischen Wiederaufbaus	Life-writing	EN-BE	DE
DE	NU	1948	3	8	Anon.	Anon.	Lyons, F. J.	„The Times“ und ihre Rolle im Leben Englands	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	8	Anon.	Anon.	MacLeish, Archibald	Der Literat als Präsident	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	8	Anon.	Anon.	Moholy, Lucia	Mikrokopie in der Industrie	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	8	Ulrich, Robert A.	Ulrich, Robert A.	Chancellor, Paul C.	Sie sangen wie die Engel: deutsche Schwärmer musizieren in der Wildnis	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	8	Anon.	Anon.	Charlot, Jean	Graphische Arbeiten aus Südamerika	Non-fictional prose	SP	DE
DE	NU	1948	3	8	Anon.	Wagenseil, Hans Beppo	Nicolson, Harold	Der Mann, der jeden kannte	Fictional prose	EN-BE	DE
DE	NU	1948	3	8	Kalmer, Josef	Kalmer, Josef	Roueché, Berton	Gicht gibt es noch immer	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	8	Anon.	Anon.	Grant, Jonathan	Morus, Marx, Morgan	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	8	Anon.	Anon.	Sanderson, Ivan T.	Das Geheimnis der Eule	Fictional prose	EN-AE	DE
DE	NU	1948	3	8	Ulrich, Robert A.	Ulrich, Robert A.	West, Rebecca	Lebenslänglich	Fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Orr, John Boyd	[Untitled]	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Ellis, Richard W. B.	Zuerst die Kinder!	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Anon.	Thomas Dewey	Life-writing	EN-AE	DE
DE	NU	1948	3	9	Cohn, Hans W.	Cohn, Hans W.	Raine, Kathleen	Der Himmelsbaum	Poetry	EN-BE	DE
DE	NU	1948	3	9	Ulrich, Robert A.	Ulrich, Robert A.	Sendrail, Marcel	Kulturepochen und Krankheiten	Non-fictional prose	FR	DE
DE	NU	1948	3	9	Anon.	Anon.	Anon.	Warum gab es keine deutsche Atombombe?	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Hilton, James	Washington liegt…	Fictional prose	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Pritchett, V. S.	Das Doppelbett	Fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Schlesinger, Arthur M. Jr.	Weder links noch rechts	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Percival, W.	Vom Esperanto zu anderen Hilfssprachen	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Harvey, E. Newton	Leuchtende Lebewesen	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Bone, James	Stadt der Felsen und Wolken	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Grierson, Flora	Das tragische Schicksal einer Königin	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Sumerson, John	Das klassizistische Zeitalter	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Rolo, Charles J.	Metamorphose des Romans: Problematik und Möglichkeiten	Book review	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Arup, Ove N.	Schalenkonstruktion	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Schoen, Ernst	Schoen, Ernst	Dresser, Peter van	Die Zukunft des Amazonas	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Slichter, Sumner H.	Ansätze zu einer sozialistischen Entwicklung in USA? 	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	9	Anon.	Anon.	Smythe, Frank	Der tüchtige Biber	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	9	Nothardt, Fritz	Nothardt, Fritz	Branner, H. C.	Das Schiff	Fictional prose	DAN	DE
DE	NU	1948	3	9	Anon.	Anon.	Richardson, Maurice	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Sylvester, A. D. B.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	9	Anon.	Anon.	Armitage, John	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	10	George, Stefan	George, Stefan	Swinburne, Algernon Charles	Ballade vom Traumland	Poetry	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Cooke, Alistair	Harry S. Truman	Life-writing	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Hook, Sidney	Traum und Wirklichkeit: die Ernüchterung der Intellektuellen	Book review	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	Priestley, J. B.	Auf dem Flugplatz	Fictional prose	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1948	3	10	Schoen, Ernst	Schoen, Ernst	Strandberg, Olle	Wurst-Maxe in Stockholm	Fictional prose	SE	DE
DE	NU	1948	3	10	Anon.	Anon.	Palmer, Vance	Das Fohlen	Fictional prose	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Curran, C. H.	Wie fliegen die Fliegen?	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	Martin, Kingsley	Das Ehepaar Webb	Life-writing	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Mussey, Barrows	Der Staat Vermont	Fictional prose	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	Pryce-Jones, Alan	Houston Stewart Chamberlain – der wandernde Arier	Life-writing	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Babudieri, Bruno	Lepra und Getreidenelke	Non-fictional prose	IT	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Ettlinger, Leopold	Die Brüderschaft der Präraffaeliten: zur hundertjährigen Wiederkehr ihrer Gründung im Jahre 1848	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Auden, W. H.	Die Versuchungen des Schriftstellers: Henry James als Vorbild	Life-writing	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Koffka, Friedrich	Vom provisorischen Leben	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Martin, Harold H.	Macao wird tugendhaft	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	Das Meson – ein neues Elementarteilchen: der britische Anteil an den neuen Entdeckungen	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Cottenet, Jean	Sprengstoffe in der Landwirtschaft	Non-fictional prose	FR	DE
DE	NU	1948	3	10	Anon.	Anon.	Forrest, William F.	Der Weg zur Weltgesundheit	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	10	Fried, Erich	Fried, Erich	Stewart, George R.	Feuer	Fictional prose	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	R., A. D.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-AE	DE
DE	NU	1948	3	10	Anon.	Anon.	Metzel, Boris	Buchanzeigen	Book review	FR	DE
DE	NU	1948	3	10	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Nilson, S. S.	Auswanderung aus Deutschland?	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Kahn, E. J. Jr.	Mrs. Roosevelt	Life-writing	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Maloney, Russell	[Untitled]	Quotation	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Fay, Gerard	Der heimgekehrte Stammgast	Fictional prose	EN-BE	DE
DE	NU	1948	3	11	Ulrich, Robert A.	Ulrich, Robert A.	Koussevitzky, Serge	Vom schöpferischen Dirigieren	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	11	Kalmer, Josef	Kalmer, Josef	Schu-liang, Tsh‘en	Chinesische Fensterblumen	Non-fictional prose	CH	DE
DE	NU	1948	3	11	Kalmer, Josef	Kalmer, Josef	Anand, Mulk Radj	Der Traktor und die Getreidegöttin	Fictional prose	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Nevins, Allan	Die Stärke des Zweiparteiensystems	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Schick, Bela	Allergie: eine Definition	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Livingstone, Richard	Universitäten und exakte Wissenschaft	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Balzac, Honoré de	[Untitled]	Quotation	FR	DE
DE	NU	1948	3	11	Anon.	Anon.	Spender, Stephen	Albert Camus, Der Weltbürger	Book review	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Clarke, Robert	Wie können Tiere sich verständlich machen?	Non-fictional prose	FR	DE
DE	NU	1948	3	11	Anon.	Anon.	Mitrany, David	Bauernschaft und Politik	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	11	Anon.	Anon.	Wijnbladh, Hjälmar	Das künstliche Herz (Die schwedische Erfindung) 	Non-fictional prose	SE	DE
DE	NU	1948	3	11	Anon.	Anon.	Anon.	Das künstliche Herz (Ergebnisse holländischer Forschung)	Non-fictional prose	DU	DE
DE	NU	1948	3	11	Anon.	Anon.	Wallace, Irving	L’osservatore romano: das Organ des Vatikans	Book review	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Walker, C. Lester	Eine Revolution im Buchdruck	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Anon.	Wird der Tunnel durch den Montblanc gebaut? 	Non-fictional prose	FR	DE
DE	NU	1948	3	11	Anon.	Anon.	Dempewolff, Richard	Wo bleiben die Elefanten?	Fictional prose	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Suckow, Ruth	Der erste Schritt ins Leben	Fictional prose	EN-AE	DE
DE	NU	1948	3	11	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Mallalieu, J. P. W.	Abgeordneter und Wähler: der persönliche Kontakt	Life-writing	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Bugeja, Vincent	Die neue Sowjetbiologie	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Fried, Erich	Fried, Erich	Merlijn, H. J.	Nocturno	Fictional prose	DU	DE
DE	NU	1948	3	12	Anon.	Anon.	Atkinson, Brooks	Der Friedensplan einer amerikanischen Provinzstadt	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Anon.	Anon.	Bone, James	The Manchester Guardian und sein Platz im englischen Leben 	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Gerold, Elisabeth	Weihnachts- und Neujahrskarten	Non-fictional prose	FR	DE
DE	NU	1948	3	12	Stein, Ernst Eduard	Stein, Ernst Eduard	Ó Faoláin, Seán	Die nächste Generation	Fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Saltzman, Charles E.	Fragen des deutschen Wiederaufbaus	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Anon.	Anon.	Zweig, F.	Was die Arbeiter von ihrer Arbeit halten	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Mauduit, Jean	Das Elend des Quartier Latin 	Non-fictional prose	FR	DE
DE	NU	1948	3	12	Anon.	Anon.	Jones, Mervyn	Die schwerste Prüfung	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Rodocanachi, C. P.	Die Esel vom Parnass: ein Athener Straßenbild	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Zahl, Paul A.	Krebsforschung: Zusammenarbeit der Wissenschaft	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Ulrich, Robert A.	Ulrich, Robert A.	Postgate, John	Jazz als musikalische Form	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Hauser, Ernest O.	Alcide de Gasperi	Non-fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Basso, Hamilton	New Orleans	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Anon.	Anon.	Brook, David	Die kanadische Rothaut lernt arbeiten	Non-fictional prose	EN-AE	DE
DE	NU	1948	3	12	Anon.	Anon.	Newby, P. H.	Die schönste Zier	Fictional prose	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Godman, Stanley	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1948	3	12	Anon.	Anon.	Maurer, Heerymon	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Berdjajew, Nikolai	Die Verwandlung des Marxismus in Russland	Non-fictional prose	FR	DE
DE	NU	1949	4	1	Cohn, Hans W.	Cohn, Hans W.	Raine, Kathleen	Lied in Sorge	Poetry	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Calderón, A.	Der Störenfried	Fictional prose	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Mumford, Lewis	Das gilt für Sieger und Besiegte	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Guthrie, Douglas	Wie das Chloroform entdeckt wurde	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	1	Nérac-Schoenberner, Eleonore	Nérac-Schoenberner, Eleonore	West, June	Das Wunder	Fictional prose	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Anon.	Bericht eines Trunkenbolds	Life-writing	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Ferguson, Elizabeth A.	Primitive Medizin	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Cousins, Norman	Die Überlebenden	Fictional prose	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Wechsberg, Joseph	Franz Molnar	Life-writing	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Anon.	Ernst Barlach: ein deutsches Künstlerschicksal	Life-writing	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Beveridge, William	Private Fürsorge in einem sozialistischen Staat	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Stanton, John	Freuden und Leiden des Autofahrers in Mexiko City	Life-writing	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Hauková, Jiřina	Begegnung mit englischen Dichtern	Life-writing	CZ	DE
DE	NU	1949	4	1	Anon.	Anon.	Reynolds, Quentin	Giovanni Croccolino: der Italiener von heute	Life-writing	EN-AE	DE
DE	NU	1949	4	1	Drösser, Ellinor	Drösser, Ellinor	Hudson, W. H.	Lügengeschichten aus Uruguay	Fictional prose	EN-BE	DE
DE	NU	1949	4	1	Anon.	Anon.	Commager, Henry Steele	Buchanzeigen	Book review	EN-AE	DE
DE	NU	1949	4	1	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Masaryk, Thomas Garrigue; Gottwald, Clemens	Der Einzelne und der Staat	Non-fictional prose	CZ	DE
DE	NU	1949	4	2	Anon.	Anon.	Eisenhower, Dwight D.	Klare Entscheidung im Kampf der Ideologien	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Price, Willard	Haifischjagd n einem Bergsee	Fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Brogan, D. W.	Über den amerikanischen Volkscharakter	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Slim, William	Freiheit und Disziplin	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Owen, Frank	Der General Sir William Slim 	Life-writing	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Clements, Richard	Fleischfressende Pflanzen	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	James, Selwyn	Wie lebt der englische Arbeiter heute?	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Ley, Willy	Der Beutelbär	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Anon.	Was geschieht mit dem Malariaparasiten?	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Engel, Leonard	Der Landarzt und seine Patienten: ein neues amerikanisches System	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Fried, Erich	Fried, Erich	Painter, George D.	Die Romane von André Gide	Book review	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Winocour, Jack	Der diplomatische Nachwuchs der Sowjetunion	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Taubmann, Howard	Der Pianist Wladimir Horowitz	Life-writing	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Hole, Christina	Spukgeschichten	Fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Kennedy, Alexander	Hypnose – Schwindel oder Heilmethode?	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Anon.	Ist hypnotisieren einfach?	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Pelt, S. J. van	Drei Fälle erfolgreicher Behandlung	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Moog, Florence	Warum altern wir?	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	2	Anon.	Anon.	Nicolson, Harold	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	2	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Lancaster, Osbert	Fremdenscheu und Fremdenfimmel in England	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Abkhazi, Dimitri; Lowe, William	Die ersten Erfolge des Marschall-Plans	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Ulrich, Robert A.	Ulrich, Robert A.	Pirandello, Luigi	Die sündige Büßerin	Fictional prose	IT	DE
DE	NU	1949	4	3	Anon.	Anon.	Brook, Donald	R. Vaughan Williams	Life-writing	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Drotning, Phil	Die fliegenden Bietilas	Life-writing	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	François-Poncet, André	Diplomatie als Kunst und Handwerk	Non-fictional prose	FR	DE
DE	NU	1949	4	3	Anon.	Anon.	Einstein, Albert	Botschaft an die geistigen Arbeiter	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Barrett, George	In allen Sprachen zu Hause	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Anon.	Gesetz über die Erleichterung von Eheschliessungen oder Vielweiberei in 100 Jahren	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Dos Passos, John; Kaiser, Ernst	George Grosz	Life-writing	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Lindsay, Alexander Dunlop	Deutsche Universitäten: der Ausschuss für die britische Zone	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Milne, Lorus J.; Milne, Margery J.	Rechts- und Linkshänder	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Fried, Erich	Fried, Erich	Symonds, John	Ehrenrettung eines Mörders	Fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Hutton, John E.	Aus den Anfängen des Autorennens	Life-writing	EN-AE	DE
DE	NU	1949	4	3	Stein, Ernst Eduard	Stein, Ernst Eduard	Whyte, Lancelot Law	Gleichzeitige Entdeckungen	Life-writing	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Cerf, Bennett	[Untitled]	Quotation	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Green, Russell	[Untitled]	Quotation	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Lovell, Bernard	Eine neue Wissenschaft: Radioastronomie	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Anderson, J. R. L.	Wie die amerikanischen Gewerkschaften Europa beeinflussen	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Schuster, George	Der menschliche Faktor in der Industrie	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	3	Kalmer, Josef	Kalmer, Josef	Ts’ung-Wen, Shen	Kleine Flöte 	Fictional prose	CH	DE
DE	NU	1949	4	3	Anon.	Anon.	Anon.	Die Übersetzung wichtiger Bücher: unternommen von UNESCO	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Fulton, A. R.	Ein Universitätskurs über den Film	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	3	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Sackville-West, Edward	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	3	Anon.	Anon.	Pick, Robert	Buchanzeigen	Book review	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Russell, Bertrand	Die Rolle der Persönlichkeit	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Skinner, Cornelia Otis	MED bis MUM	Fictional prose	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Cooke, Alistair	Dean Acheson	Life-writing	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Duca, Lo	Von der Camera Obscura bis Lumière	Non-fictional prose	FR	DE
DE	NU	1949	4	4	Anon.	Anon.	Larsen, Egon	Kino-Erfinder in Aller Welt	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Tomlinson, H. M.	Der Kapitän der „Rockingham“	Fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Distel, Marjele	Williams, Francis	Wie die Engländer sozialisieren	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Ehrlich, Blake	Der Herr mit dem Riecher	Fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Rougemont, Denis de	Reklame und Heldentum	Life-writing	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Greene, Raymond	Was ist eigentlich Zuckerkrankheit?	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Snow, Edgar	Der unbotmäßige Tito	Life-writing	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	[Untitled]	Quotation	FR	DE
DE	NU	1949	4	4	Anon.	Anon.	Hauser, Ernest O.	Low: Karikatur als politische Macht	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Osborne, Dod	Das Geheimnis der „Mary Celeste“ 	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Haslam, R. T.	Worauf beruht Amerikas wirtschaftliche Stärke?	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	Erfundene Erfindungen der Russen	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Schneirla, T. C.; Piel, Gerard	Die Armee-Ameise	Non-fictional prose	EN-AE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	4	Lehmann, Wilhelm	Lehmann, Wilhelm	Lovell Beddoes, Thomas	Seemannslied 	Poetry	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Healey, Denis	Fragen des europäischen Arbeitsmarkts	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	4	Larsen, Egon	Larsen, Egon	Young, J. M.	Papa ist ein Genie!	Fictional prose	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Shawe-Taylor, Desmond	Vaughan Williams’ sechste Symphonie	Life-writing	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Anon.	Buchanzeigen	Book review	EN-BE	DE
DE	NU	1949	4	4	Anon.	Anon.	Huxley, Aldous	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Dickens, Monica	Mein Urgroßvater	Life-writing	EN-BE	DE
DE	NU	1949	4	5	Stein, Lola	Stein, Lola	Madariaga, Salvador de	Der lebendige Geist Europas	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Gibbs-Smith, Charles	Im Raketenschiff zum Mond	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Anon.	[Untitled]	Quotation	EN-BE	DE
DE	NU	1949	4	5	Ulrich, Robert A.	Ulrich, Robert A.	Aymé, Marcel	Das Märchen vom gutherzigen Gerichtsvollzieher	Fictional prose	FR	DE
DE	NU	1949	4	5	Anon.	Anon.	Saunders, Frederick A.	Akustik und Musik	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Schoen, Ernst	Schoen, Ernst	Tilman, H. W.	Rätselhafte Spuren im Himalajaschnee	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Fried, Erich	Fried, Erich	Anon.	Die Romane Aldous Huxleys	Life-writing; Book review	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Craig, Edward Gordon	Die Übermarionette	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Menzies, R. G.	Politik als staatsbürgerliche Pflicht	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Rosenberg, Käthe	Rosenberg, Käthe	Taylor, Samuel W.	In „Deseret“, dem Lande der Mormonen	Life-writing	EN-AE	DE
DE	NU	1949	4	5	Anon.	Anon.	Craft, William Ellsworth	Streptomycin und Tuberkulose	Non-fictional prose	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Ross, Alan	Skizzen aus Korsika	Fictional prose	EN-BE	DE
DE	NU	1949	4	5	Anon.	Anon.	Velie, Lester	Ultrafax: Nachrichtenübermittlung im Fernsehverfahren	Non-fictional prose	EN-AE	DE
